0.06,-0.05,1.01,-0.66,-0.6,-1.57,1,65
0.07,-0.03,1.0,-0.77,0.43,-0.33,2,129
0.07,-0.04,1.0,-1.2,0.72,0.31,3,192
0.06,-0.04,1.0,-1.88,0.54,0.37,4,255
0.07,-0.04,1.0,0.33,0.56,0.42,5,318
0.06,-0.04,1.0,-1.09,0.5,0.46,6,381
0.06,-0.04,1.0,-0.24,0.67,0.31,7,444
0.06,-0.05,1.0,-1.09,0.49,-0.24,8,507
0.06,-0.05,1.0,-0.04,0.27,-0.4,9,570
0.06,-0.04,1.0,-0.74,0.31,-0.4,10,633
0.06,-0.05,1.0,1.51,0.26,-0.09,11,696
0.06,-0.04,1.0,-1.62,0.52,0.09,12,759
0.06,-0.05,1.0,-0.87,0.12,0.52,13,822
0.06,-0.05,1.0,-1.64,0.24,0.44,14,875
0.06,-0.05,1.0,-2.65,0.1,0.31,15,938
0.06,-0.05,1.0,-1.48,0.32,0.05,16,991
0.06,-0.07,1.0,-2.32,0.32,-0.4,17,1054
0.06,-0.06,1.0,-0.35,0.23,-0.15,18,1107
0.06,-0.06,1.0,0.72,-0.05,-0.16,19,1160
0.06,-0.05,1.0,0.51,0.15,-0.16,20,1223
0.06,-0.06,1.0,0.09,0.23,-0.18,21,1276
0.06,-0.06,1.0,0.18,0.23,-0.31,22,1339
0.06,-0.06,1.0,-0.2,0.22,-0.15,23,1402
0.06,-0.05,1.0,-1.21,0.37,0.06,24,1465
0.06,-0.06,1.0,-1.64,0.28,0.11,25,1518
0.07,-0.07,1.01,-0.33,1.22,0.59,26,1581
0.07,-0.07,1.05,1.87,4.28,2.81,27,1634
0.1,-0.03,1.14,4.6,15.92,2.27,28,1697
0.11,-0.03,1.25,-3.41,43.65,3.72,29,1760
0.06,-0.05,1.29,-17.37,88.06,3.83,30,1823
-0.04,-0.08,1.14,-21.74,123.38,4.47,31,1887
-0.11,-0.1,1.01,-26.0,141.2,6.9,32,1941
-0.26,-0.13,0.81,-23.24,152.54,10.13,33,2005
-0.38,-0.14,0.69,-21.57,148.58,11.54,34,2059
-0.61,-0.13,0.5,-6.14,132.19,10.0,35,2123
-0.76,-0.11,0.35,9.01,117.87,2.66,36,2187
-0.84,-0.05,0.23,-4.92,107.14,-2.4,37,2241
-0.89,-0.14,0.19,-11.24,93.29,-4.91,38,2305
-0.9,-0.19,0.08,10.83,94.24,-2.66,39,2369
-0.98,-0.17,-0.12,-3.61,75.18,-0.44,40,2433
-1.03,-0.14,-0.27,2.75,38.98,0.5,41,2497
-1.03,-0.12,-0.34,-3.03,2.45,-0.01,42,2561
-1.02,-0.13,-0.3,-19.38,-26.01,0.59,43,2625
-1.02,-0.12,-0.25,-34.68,-58.36,0.06,44,2689
-0.96,-0.16,-0.16,-34.48,-96.62,-2.91,45,2753
-0.83,-0.15,0.02,-24.69,-134.14,-11.61,46,2817
-0.7,-0.16,0.25,1.15,-155.77,-19.08,47,2881
-0.64,-0.2,0.39,6.3,-163.1,-19.8,48,2935
-0.48,-0.28,0.61,13.07,-162.16,-17.59,49,2999
-0.36,-0.21,0.75,31.47,-157.91,-14.09,50,3053
-0.19,-0.15,0.91,53.31,-148.99,-11.18,51,3107
-0.01,0.0,1.11,63.62,-130.04,-11.96,52,3171
0.13,0.03,1.28,30.11,-98.21,-15.03,53,3235
0.2,-0.1,1.36,0.98,-54.36,-12.63,54,3299
0.14,-0.17,1.18,-4.03,1.17,1.4,55,3363
