0.09,0.19,0.98,-10.97,5.7,3.12,1,65
0.1,0.2,0.98,-8.58,4.48,3.3,2,128
0.09,0.19,0.98,-9.12,4.54,3.54,3,191
0.08,0.17,0.98,-9.63,4.24,3.28,4,244
0.08,0.16,0.99,-8.76,2.51,2.78,5,307
0.08,0.14,0.99,-6.3,1.44,1.4,6,370
0.08,0.14,0.99,-2.34,0.84,-0.09,7,433
0.08,0.14,0.99,1.16,-0.07,-0.62,8,496
0.08,0.14,0.99,4.24,-0.38,-1.04,9,559
0.08,0.16,0.99,4.8,-0.61,-1.42,10,622
0.08,0.16,0.99,3.92,-1.01,-1.54,11,685
0.08,0.17,0.99,4.3,-0.77,-1.33,12,748
0.08,0.18,0.99,2.61,-0.27,-0.84,13,811
0.08,0.18,0.99,-0.32,0.1,0.09,14,874
0.08,0.18,0.99,-2.84,0.22,-0.02,15,927
0.08,0.17,0.99,-4.36,-0.01,-0.05,16,990
0.08,0.17,0.99,-7.86,-0.62,0.44,17,1053
0.08,0.15,0.99,-11.27,-1.57,1.65,18,1116
0.08,0.14,1.01,-12.11,-2.92,2.03,19,1169
0.11,0.15,1.05,-24.33,-2.37,4.66,20,1232
0.11,0.22,1.04,-67.44,1.54,4.92,21,1285
0.09,0.08,0.96,-176.06,10.91,-1.89,22,1348
0.05,-0.18,0.85,-256.13,9.51,-5.2,23,1402
0.04,-0.53,0.59,-347.88,5.83,-4.47,24,1466
0.07,-0.72,0.19,-375.99,2.31,-12.85,25,1530
0.17,-1.3,-0.21,-272.5,-13.94,-8.58,26,1594
0.15,-1.04,-0.26,-42.72,8.29,-2.31,27,1658
0.11,-0.99,-0.33,-38.94,-1.11,6.77,28,1722
0.07,-0.98,-0.34,-22.92,-6.7,7.46,29,1786
0.04,-0.96,-0.28,-4.1,-6.96,2.65,30,1850
0.07,-0.98,-0.29,1.23,-2.65,0.32,31,1903
0.12,-1.03,-0.34,25.81,-5.1,3.17,32,1966
0.12,-1.22,-0.26,116.27,-3.5,12.0,33,2030
0.05,-0.98,-0.05,202.75,3.03,9.57,34,2094
0.06,-0.97,0.19,245.97,5.7,2.25,35,2158
0.04,-0.74,0.41,203.77,-5.27,-1.49,36,2221
0.04,-0.66,0.62,188.35,-7.78,0.68,37,2285
0.03,-0.57,0.69,206.88,-10.17,0.27,38,2338
0.05,-0.24,0.85,194.03,-17.11,-1.25,39,2402
0.09,-0.09,0.93,108.22,-17.47,3.44,40,2466
0.07,0.0,1.0,67.38,-18.73,-3.59,41,2530
0.21,0.06,1.25,55.52,9.29,-1.17,42,2594
0.19,0.09,1.19,41.03,2.22,-0.57,43,2647
0.1,0.16,0.99,8.26,1.01,-3.72,44,2700
0.11,0.1,1.0,4.76,0.66,-2.04,45,2763
0.1,0.14,0.99,6.9,1.75,-3.96,46,2816
0.11,0.13,0.99,-2.87,1.18,-2.98,47,2879
0.1,0.12,1.0,-1.21,-0.04,-1.43,48,2942
0.11,0.12,0.99,2.33,-0.01,-2.31,49,3005
0.11,0.13,0.99,2.92,0.98,-3.0,50,3058
0.1,0.14,0.99,2.17,0.96,-2.39,51,3121
0.1,0.13,0.99,0.51,1.22,-1.03,52,3184
0.1,0.18,0.98,-8.17,0.66,-0.51,53,3247
0.08,0.08,1.0,-42.79,-4.21,3.5,54,3310
