0.06,-0.3,0.96,-0.1,0.21,-0.01,1,65
0.06,-0.29,0.96,-0.01,0.15,-0.22,2,128
0.06,-0.29,0.96,-0.12,0.13,-0.12,3,181
0.06,-0.3,0.96,0.04,0.15,-0.06,4,244
0.06,-0.3,0.96,0.0,0.13,-0.05,5,307
0.06,-0.3,0.96,0.1,0.2,-0.12,6,370
0.06,-0.29,0.96,0.15,0.17,3.04,7,423
0.06,-0.3,0.96,0.0,0.15,-0.17,8,486
0.06,-0.3,0.96,0.26,0.17,-0.2,9,539
0.06,-0.29,0.96,0.13,0.18,-0.1,10,602
0.06,-0.3,0.96,-0.12,0.16,-0.07,11,665
0.06,-0.29,0.96,-0.07,0.11,-0.13,12,728
0.06,-0.29,0.96,0.01,0.15,-0.1,13,781
0.06,-0.3,0.96,-0.07,0.13,-0.13,14,844
0.06,-0.3,0.96,-0.04,0.18,-0.22,15,907
0.06,-0.3,0.96,0.01,0.16,-0.21,16,960
0.06,-0.29,0.96,-0.18,0.12,-0.1,17,1023
0.06,-0.3,0.96,-0.01,0.1,-0.07,18,1086
0.06,-0.3,0.96,0.02,0.18,-0.13,19,1149
0.06,-0.3,0.96,0.02,0.2,-0.11,20,1212
0.06,-0.3,0.96,-0.26,0.13,-0.06,21,1275
0.06,-0.3,0.96,0.23,0.12,-0.21,22,1338
0.06,-0.29,0.96,0.07,0.16,-0.17,23,1401
0.06,-0.3,0.96,-0.2,0.13,-0.15,24,1464
0.06,-0.3,0.96,-0.09,0.1,-0.23,25,1527
0.06,-0.3,0.96,-0.01,0.15,-0.12,26,1590
0.06,-0.3,0.96,-0.01,0.1,-0.15,27,1653
0.06,-0.3,0.96,0.26,0.13,-0.22,28,1706
0.06,-0.29,0.96,0.02,0.2,-0.17,29,1769
0.06,-0.3,0.96,-0.02,0.15,-0.12,30,1822
0.06,-0.3,0.96,0.01,0.16,-0.2,31,1885
0.06,-0.3,0.96,0.11,0.18,-0.23,32,1948
0.06,-0.3,0.96,0.16,0.18,-0.16,33,2001
0.06,-0.3,0.96,-0.12,0.15,-0.18,34,2064
0.06,-0.29,0.96,0.22,0.16,-0.13,35,2127
0.06,-0.3,0.96,0.1,0.17,-0.02,36,2190
0.06,-0.3,0.96,0.24,0.17,-0.12,37,2243
0.06,-0.29,0.96,0.09,0.15,-0.1,38,2306
0.06,-0.3,0.96,0.13,0.11,-0.01,39,2359
0.06,-0.3,0.96,0.09,0.13,-0.06,40,2422
0.06,-0.3,0.96,0.24,0.18,-0.22,41,2485
0.06,-0.29,0.96,0.1,0.15,-0.23,42,2548
0.06,-0.3,0.96,-0.05,0.12,-0.15,43,2601
0.06,-0.29,0.96,0.01,0.16,-0.12,44,2664
0.06,-0.3,0.96,0.16,0.11,-0.13,45,2727
0.06,-0.3,0.96,-0.31,0.1,-0.02,46,2790
0.06,-0.3,0.96,0.27,0.1,-0.1,47,2843
0.06,-0.29,0.96,-3.05,0.16,-0.06,48,2906
0.06,-0.3,0.96,-0.06,0.17,-0.06,49,2959
0.06,-0.3,0.96,0.21,0.15,-0.05,50,3022
0.06,-0.3,0.96,-0.06,0.16,-0.07,51,3085
0.06,-0.29,0.96,0.0,0.1,-0.07,52,3138
0.06,-0.3,0.96,0.06,0.17,-0.16,53,3201
0.06,-0.3,0.96,0.11,0.17,-0.27,54,3264
0.06,-0.3,0.96,-0.04,0.12,-0.18,55,3327
