0.36,0.07,0.96,129.41,-6.8,-0.78,1,65
0.37,0.11,0.9,159.95,-8.45,2.48,2,119
0.39,0.35,0.82,173.95,-7.09,4.36,3,182
0.39,0.57,0.7,163.43,-4.76,0.5,4,245
0.39,0.69,0.49,137.55,-4.47,-2.29,5,308
0.4,0.77,0.39,119.38,-6.59,-3.48,6,361
0.45,0.79,0.36,114.62,-3.76,3.85,7,424
0.43,0.85,0.2,85.62,-1.27,7.5,8,477
0.44,0.91,0.14,36.34,-8.96,2.8,9,540
0.4,0.92,0.15,12.59,-13.78,-2.67,10,603
0.41,0.92,0.13,17.31,-11.73,-3.48,11,657
0.43,0.92,0.09,12.26,-5.54,-0.83,12,721
0.43,0.92,0.08,7.58,-2.32,3.12,13,774
0.44,0.91,0.09,-7.8,0.68,-0.23,14,837
0.43,0.93,0.08,-30.66,0.52,-2.78,15,890
0.43,0.94,0.13,-69.63,1.53,-3.75,16,954
0.43,0.93,0.17,-107.73,2.88,-1.66,17,1007
0.41,0.79,0.31,-142.05,4.36,0.68,18,1071
0.41,0.62,0.49,-132.54,7.73,3.02,19,1135
0.41,0.6,0.63,-119.02,10.0,4.75,20,1198
0.41,0.5,0.75,-111.66,6.7,2.14,21,1262
0.4,0.38,0.76,-124.72,6.92,2.42,22,1315
0.38,0.29,0.81,-147.56,7.62,1.28,23,1378
0.38,0.17,0.93,-147.94,9.75,0.09,24,1431
0.36,-0.16,1.11,-94.57,14.32,0.54,25,1495
0.36,-0.08,0.96,-9.02,2.76,5.53,26,1559
0.35,-0.07,0.94,-12.0,4.14,1.09,27,1622
0.35,-0.08,0.96,0.09,1.51,-1.17,28,1686
0.35,-0.07,0.95,-2.48,0.59,-0.52,29,1739
0.35,-0.08,0.95,-2.28,-0.29,0.16,30,1802
0.35,-0.08,0.94,-5.38,0.74,0.28,31,1855
0.35,-0.1,0.94,-3.05,0.7,0.0,32,1918
0.35,-0.09,0.94,-1.56,0.83,-0.61,33,1981
0.35,-0.08,0.94,-1.51,0.66,-0.55,34,2034
0.35,-0.09,0.94,-2.93,0.67,-0.11,35,2097
0.35,-0.1,0.94,-1.93,0.44,0.22,36,2160
0.35,-0.09,0.94,-2.66,0.76,0.16,37,2223
0.34,-0.1,0.94,-1.66,0.45,0.06,38,2276
0.35,-0.09,0.94,-1.53,0.34,0.46,39,2339
0.34,-0.11,0.94,-0.34,0.13,-0.07,40,2392
0.35,-0.1,0.94,-0.54,0.28,-0.66,41,2456
0.35,-0.1,0.94,-0.24,0.2,-0.46,42,2509
0.35,-0.1,0.94,-0.39,0.23,-0.13,43,2572
0.35,-0.1,0.94,-0.66,0.37,-0.15,44,2635
0.35,-0.1,0.94,-0.28,0.4,-0.12,45,2698
0.34,-0.1,0.94,-0.54,0.32,-0.12,46,2751
0.34,-0.11,0.94,-0.17,0.24,-0.22,47,2814
0.35,-0.1,0.94,-0.48,0.24,-0.07,48,2867
0.35,-0.1,0.94,-1.26,0.42,0.29,49,2930
0.34,-0.11,0.94,-0.43,0.28,0.05,50,2983
0.34,-0.11,0.94,-0.35,0.28,-0.18,51,3036
0.35,-0.11,0.94,0.07,0.28,-0.1,52,3099
0.34,-0.11,0.94,0.68,0.0,-0.28,53,3152
0.34,-0.11,0.94,-0.37,0.48,-0.23,54,3215
0.34,-0.11,0.94,-0.39,0.23,-0.06,55,3278
0.34,-0.1,0.94,0.4,0.1,-0.2,56,3341
