0.19,0.04,0.97,-2.91,-0.56,-0.07,1,65
0.18,0.03,0.99,2.01,-1.65,0.45,2,128
0.2,0.03,0.99,-2.15,0.04,0.61,3,191
0.19,0.04,1.0,-1.07,0.12,0.72,4,254
0.19,0.04,1.0,2.75,-0.06,0.13,5,317
0.19,0.03,0.99,-0.77,1.25,-0.06,6,380
0.19,0.03,0.99,10.53,-2.04,-0.11,7,443
0.18,0.0,1.0,38.66,-7.81,0.43,8,506
0.19,0.09,1.01,67.92,-12.55,-2.36,9,559
0.22,0.16,0.98,86.5,-16.14,-5.6,10,622
0.24,0.27,0.94,100.57,-14.4,-4.47,11,676
0.26,0.33,0.84,132.26,-16.64,-3.72,12,740
0.27,0.52,0.68,174.22,-20.53,-3.78,13,804
0.29,0.69,0.53,178.89,-23.99,2.09,14,868
0.33,0.91,0.44,101.01,-9.35,6.1,15,932
0.31,0.93,0.33,49.18,-5.52,5.08,16,995
0.36,0.92,0.31,29.14,-4.94,4.86,17,1058
0.36,0.9,0.31,15.73,-0.49,7.87,18,1111
0.34,0.94,0.32,-4.76,2.65,3.92,19,1174
0.34,0.94,0.29,-18.4,1.97,-1.99,20,1237
0.34,0.92,0.32,-44.51,2.88,-3.89,21,1301
0.34,0.99,0.38,-99.72,7.79,-5.77,22,1365
0.33,0.78,0.46,-118.68,9.02,-3.88,23,1418
0.34,0.77,0.55,-150.4,12.39,1.23,24,1482
0.32,0.6,0.69,-195.39,17.9,-4.68,25,1546
0.25,0.26,0.78,-231.92,16.69,-5.71,26,1610
0.25,-0.06,0.96,-147.06,7.26,2.53,27,1674
0.25,-0.15,1.0,-72.85,4.1,6.1,28,1738
0.25,-0.18,1.02,-7.46,-1.54,6.74,29,1801
0.25,-0.12,1.0,-7.03,0.42,7.41,30,1854
0.23,-0.12,0.99,-2.86,-1.4,3.16,31,1917
0.25,-0.1,0.97,-3.52,-2.61,-0.07,32,1970
0.26,-0.14,0.96,4.66,-3.91,-1.92,33,2033
0.28,-0.11,0.98,5.4,-2.06,1.01,34,2096
0.26,-0.1,0.97,10.68,-2.28,1.46,35,2149
0.26,-0.09,0.97,6.79,-2.37,-0.28,36,2212
0.26,-0.08,0.97,4.33,-2.71,-0.88,37,2275
0.28,-0.07,0.95,2.22,-2.59,-0.57,38,2338
0.27,-0.07,0.94,0.52,-3.7,-0.39,39,2391
0.28,-0.06,0.95,-1.35,-4.65,-1.37,40,2454
0.29,-0.08,1.01,-8.33,1.14,-1.62,41,2508
0.29,-0.11,0.99,-1.46,0.49,0.23,42,2571
0.28,-0.07,0.95,-0.73,0.02,-0.59,43,2624
0.28,-0.09,0.9,-1.75,-2.75,-2.2,44,2687
0.28,-0.05,0.91,-3.52,-7.12,-4.98,45,2751
0.31,-0.15,1.01,-1.81,-4.75,-5.53,46,2815
0.3,-0.08,1.02,23.16,-1.53,0.35,47,2879
0.3,-0.04,0.94,-0.83,0.16,0.61,48,2942
0.3,-0.06,0.92,1.57,-0.72,1.26,49,3005
0.3,-0.08,0.95,-8.33,-1.23,0.21,50,3068
0.3,-0.1,0.99,-6.46,-0.4,-0.52,51,3131
0.31,-0.07,0.97,-4.66,1.88,1.31,52,3195
0.31,-0.08,0.96,-7.42,2.47,2.03,53,3258
0.29,-0.12,0.96,-5.25,1.49,0.65,54,3321
